iter,time,loss_net,loss_scale,norm,norm_average
0,14,0.9894730448722839,32768.0,inf,10.0
100,18,nan,894.719970703125,nan,18.188302993774414
200,19,0.4267005920410156,32.0,42.682395935058594,31.185503005981445
300,21,0.33240124583244324,32.0,42.247222900390625,35.24159240722656
400,22,0.39952102303504944,32.0,40.647499084472656,37.20888900756836
500,19,0.26017463207244873,32.0,31.125450134277344,35.51951599121094
600,22,0.21587830781936646,32.0,33.764217376708984,33.50274658203125
700,23,0.19889451563358307,32.0,26.52045249938965,30.035573959350586
800,25,0.17352399230003357,32.0,25.23413848876953,27.3907527923584
900,22,0.15400996804237366,32.0,27.2822265625,27.285690307617188
1000,19,0.12374281138181686,32.0,22.48340606689453,25.713977813720703
1100,19,0.13278695940971375,52.47999954223633,18.47706413269043,20.763364791870117
1200,22,0.13666650652885437,64.0,22.560447692871094,20.761306762695312
1300,21,0.11950191855430603,64.0,20.402231216430664,20.107290267944336
1400,19,0.10202286392450333,64.0,18.069217681884766,19.709693908691406
1500,20,0.0961732268333435,64.0,16.453250885009766,17.572856903076172
1600,19,0.0951649472117424,64.0,17.99535369873047,17.285999298095703
1700,19,0.09597429633140564,64.0,14.750615119934082,16.316675186157227
1800,18,0.07430452108383179,64.0,13.105367660522461,14.388211250305176
1900,23,0.08395170420408249,64.0,13.693061828613281,14.031771659851074
2000,17,0.09197237342596054,64.0,15.880298614501953,14.862421989440918
2100,19,0.06874272972345352,104.95999908447266,11.518318176269531,13.77518081665039
2200,18,0.06507967412471771,128.0,12.248311996459961,12.505071640014648
2300,21,0.0786188617348671,128.0,12.869217872619629,12.242441177368164
2400,25,0.06045772135257721,128.0,10.464622497558594,11.760149002075195
2500,19,nan,56.0,nan,10.414510726928711
2600,20,nan,22.719999313354492,nan,10.956507682800293
2700,17,nan,9.359999656677246,nan,11.329254150390625
2800,22,0.05685770511627197,8.0,9.445944786071777,11.382485389709473
2900,21,0.049192704260349274,8.0,8.880949974060059,10.050472259521484
3000,24,0.056840475648641586,8.0,9.492228507995605,9.515030860900879
3100,21,0.050079550594091415,8.0,9.095645904541016,9.230985641479492
3200,20,nan,6.840000152587891,nan,8.828962326049805
3300,21,0.04682547226548195,4.0,8.357446670532227,8.48837661743164
3400,20,0.05845646560192108,4.0,9.245616912841797,8.608991622924805
3500,19,0.05029912292957306,4.0,6.711214542388916,8.104879379272461
3600,20,0.045967523008584976,4.0,7.298628330230713,7.571216583251953
3700,23,0.04465702548623085,4.0,8.419137954711914,8.01953411102295
3800,20,0.039897385984659195,4.0,6.938329696655273,7.266177177429199
3900,19,0.04047597944736481,4.0,6.654159069061279,6.8659281730651855
4000,20,0.04394030570983887,4.0,8.543004989624023,7.212052822113037
4100,21,0.03919895365834236,4.0,5.862353324890137,7.487209320068359
4200,18,0.045249320566654205,5.159999847412109,6.652624130249023,6.759298801422119
4300,21,0.03477511554956436,8.0,6.341701507568359,6.585311412811279
4400,21,0.04355611279606819,8.0,6.788844585418701,6.329828262329102
4500,19,0.04551997780799866,8.0,6.792757987976074,6.918140888214111
4600,22,0.04175513610243797,8.0,6.501547813415527,6.643229961395264
4700,22,0.034847892820835114,8.0,5.414087295532227,5.96826171875
4800,22,0.04792935773730278,8.0,8.226722717285156,6.736760139465332
4900,19,0.03375352546572685,8.0,5.307094573974609,6.46768045425415
5000,120,nan,6.079999923706055,nan,6.666844367980957
5100,16,0.034744005650281906,4.0,6.5928521156311035,6.258665084838867
5200,17,0.030830681324005127,4.0,5.344349384307861,6.212568759918213
5300,17,0.05169522389769554,4.0,7.474587917327881,6.296737194061279
5400,21,0.03459171950817108,4.0,5.505608558654785,6.246364116668701
5500,20,0.042934417724609375,4.0,6.296854019165039,6.086341381072998
5600,21,0.02872234769165516,4.0,5.444274425506592,5.565351963043213
5700,24,0.0322771891951561,4.0,5.784336566925049,5.724961757659912
5800,19,0.02664295956492424,4.0,4.788330554962158,5.282379150390625
5900,22,0.037607625126838684,4.0,5.529300689697266,4.964943885803223
6000,22,0.03865746408700943,5.920000076293945,6.311752796173096,5.86288595199585
6100,21,0.03364209085702896,8.0,5.388054370880127,5.831397533416748
6200,20,0.03879762068390846,8.0,5.8924455642700195,5.736392021179199
6300,20,0.039621323347091675,8.0,6.491395473480225,5.73641300201416
6400,24,0.03721024468541145,8.0,6.190186977386475,6.27144718170166
6500,25,0.03219058737158775,8.0,6.360895156860352,6.413674354553223
6600,27,0.031903620809316635,8.0,5.4490461349487305,5.861434459686279
6700,25,nan,5.960000038146973,nan,5.475526332855225
6800,20,0.03678832948207855,4.0,6.464951992034912,6.270044326782227
6900,21,0.0328487865626812,4.0,5.554644584655762,5.8829426765441895
7000,21,0.03344561904668808,4.0,6.083709239959717,5.914888858795166
7100,19,0.042552873492240906,4.0,6.479743480682373,6.311581611633301
7200,24,0.030060334131121635,4.0,5.499520778656006,5.916327476501465
7300,22,0.034358203411102295,4.0,6.289987087249756,5.913990020751953
7400,27,nan,3.5,nan,5.721149444580078
7500,17,0.027584031224250793,2.0,5.438627243041992,5.577882766723633
7600,18,nan,1.7699999809265137,nan,5.72116756439209
7700,18,nan,1.0,nan,5.668560981750488
