iter,time,loss_net,loss_scale,norm,norm_average
0,27,0.6509713530540466,32768.0,inf,10.0
100,27,0.5040974020957947,1428.47998046875,inf,17.175365447998047
200,16,0.4580652713775635,354.55999755859375,inf,32.548160552978516
300,19,0.31279218196868896,128.0,37.35053253173828,38.198036193847656
400,21,0.2349523901939392,128.0,37.68003845214844,35.34386444091797
500,21,0.21881142258644104,128.0,35.18052291870117,34.42823791503906
600,21,0.2205723226070404,128.0,35.61421203613281,34.84204864501953
700,18,nan,83.19999694824219,nan,32.71806335449219
800,20,0.16181883215904236,64.0,26.414106369018555,30.166574478149414
900,21,0.1465044617652893,64.0,23.764528274536133,26.44365692138672
1000,19,0.13243629038333893,64.0,23.444067001342773,24.05419158935547
1100,20,0.13421162962913513,64.0,23.122159957885742,23.504196166992188
1200,18,0.13210801780223846,64.0,21.324417114257812,21.548593521118164
1300,21,0.11926379054784775,64.0,20.68793296813965,20.953628540039062
1400,22,0.09960034489631653,64.0,16.208393096923828,19.136035919189453
1500,21,0.10575831681489944,64.0,19.178279876708984,17.160219192504883
1600,21,0.09438711404800415,64.0,16.459917068481445,17.515419006347656
1700,19,0.09593092650175095,108.80000305175781,18.569528579711914,17.079265594482422
1800,21,0.08551900088787079,128.0,15.421125411987305,17.08354949951172
1900,22,0.08719445019960403,128.0,15.12344741821289,15.301538467407227
2000,21,0.08073882013559341,128.0,15.220202445983887,15.392642974853516
2100,21,0.07085316628217697,128.0,13.98849868774414,14.566941261291504
2200,22,0.06577622890472412,128.0,11.612801551818848,13.71748161315918
2300,22,0.0690220296382904,128.0,13.072989463806152,12.383040428161621
2400,20,nan,82.55999755859375,nan,12.13115119934082
2500,20,0.06430795043706894,64.0,11.580466270446777,11.158350944519043
2600,25,0.05462270602583885,64.0,9.331089973449707,10.852910995483398
2700,21,nan,34.880001068115234,nan,9.769659042358398
2800,19,0.04735386744141579,32.0,8.763179779052734,9.726534843444824
2900,22,0.06784865260124207,32.0,11.530795097351074,9.558523178100586
3000,19,0.05093712732195854,32.0,9.391568183898926,10.2434720993042
3100,18,nan,31.84000015258789,nan,9.056015968322754
3200,19,0.04735495522618294,16.0,8.292080879211426,7.997390270233154
3300,17,0.04943936690688133,16.0,8.2990140914917,8.424646377563477
3400,21,0.054594460874795914,16.0,8.978337287902832,8.314730644226074
3500,20,0.0512191504240036,16.0,9.767114639282227,9.258001327514648
3600,21,nan,14.479999542236328,nan,8.559635162353516
3700,21,0.0409943088889122,8.0,7.7853007316589355,8.032369613647461
3800,19,0.050089456140995026,8.0,8.335116386413574,7.9708991050720215
3900,20,0.05894859880208969,8.0,10.442473411560059,8.846658706665039
4000,20,0.05417586490511894,8.0,11.812786102294922,10.686899185180664
4100,19,0.03772134333848953,8.0,6.78127908706665,9.053009986877441
4200,20,0.04943924769759178,8.0,10.296295166015625,8.97835922241211
4300,23,0.04339371994137764,8.0,8.073447227478027,8.488531112670898
4400,21,0.047314248979091644,8.0,7.9092864990234375,8.140792846679688
4500,23,0.046755097806453705,8.0,9.402789115905762,8.619544982910156
4600,19,nan,9.039999961853027,nan,8.233325958251953
4700,17,0.039427515119314194,8.0,6.320720672607422,6.80067253112793
4800,18,nan,5.119999885559082,nan,6.991663932800293
4900,22,0.038648173213005066,4.0,6.063179969787598,6.254128456115723
5000,130,nan,2.5399999618530273,nan,6.601605415344238
5100,16,nan,1.159999966621399,nan,6.849326133728027
5200,17,0.033534061163663864,1.0,7.180037021636963,7.303750514984131
5300,18,0.04331555217504501,1.0,7.082329273223877,7.313228607177734
5400,19,nan,1.0,nan,7.174037933349609
5500,22,0.04749484360218048,1.0,7.820089817047119,7.465516567230225
5600,21,0.04121313616633415,1.0,7.381271839141846,7.274531841278076
5700,21,nan,1.0,nan,7.369866371154785
5800,19,0.046202145516872406,1.0,7.411036968231201,6.9049296379089355
5900,21,nan,1.0,nan,6.849785804748535
6000,21,0.03217096999287605,1.0,6.0391082763671875,6.046695709228516
