iter,time,loss_net,loss_scale,norm,norm_average
9000,20,0.027100568637251854,2.0,5.372345447540283,5.153034210205078
9100,18,0.030137712135910988,2.0,5.421602725982666,5.17917537689209
9200,18,0.03389010578393936,2.0,6.1619110107421875,5.836342811584473
9300,21,0.02638898603618145,2.0,5.1478753089904785,5.437586784362793
9400,20,0.027485134080052376,2.0,4.711363315582275,5.209161758422852
9500,21,0.03421642631292343,2.0,6.071653366088867,5.352667808532715
9600,21,0.023258889093995094,2.0,4.400158882141113,5.090982437133789
9700,18,0.02495696395635605,2.0,4.8490800857543945,4.770891189575195
9800,21,0.033816974610090256,2.0,6.001010894775391,5.174405574798584
9900,21,nan,2.2799999713897705,nan,4.94915771484375
