iter,time,loss_net,loss_scale,norm,norm_average
0,21,0.380478173494339,32768.0,5.02480936050415,9.950247764587402
100,19,0.5155397653579712,1694.719970703125,inf,18.058019638061523
200,25,0.518077552318573,220.16000366210938,inf,32.15065002441406
300,21,0.3696918785572052,128.0,40.381927490234375,38.89084243774414
400,21,0.31573688983917236,128.0,49.350521087646484,41.76628494262695
500,20,0.21460947394371033,128.0,30.464445114135742,36.10856628417969
600,20,0.19804735481739044,128.0,29.342966079711914,32.1592903137207
700,23,0.18919320404529572,128.0,29.493000030517578,29.478290557861328
800,20,0.15581020712852478,128.0,24.434707641601562,24.444847106933594
900,21,0.1387833058834076,128.0,22.43488121032715,24.141983032226562
1000,18,0.13733188807964325,128.0,25.507680892944336,24.341142654418945
1100,18,0.10302381217479706,128.0,16.598560333251953,21.640512466430664
1200,19,0.09940086305141449,163.83999633789062,16.6801815032959,18.03338050842285
1300,18,0.08870137482881546,256.0,15.663387298583984,16.958393096923828
1400,19,0.10122615098953247,256.0,16.84612274169922,15.794964790344238
1500,20,0.0890461802482605,256.0,15.282292366027832,16.45085906982422
1600,20,0.083750419318676,256.0,16.051239013671875,15.247427940368652
1700,22,0.08152779936790466,256.0,15.820847511291504,15.933345794677734
1800,21,0.08194193989038467,256.0,14.725848197937012,14.988181114196777
1900,19,0.06468439102172852,256.0,12.64393424987793,14.027076721191406
2000,17,0.06198977306485176,256.0,11.110137939453125,12.869071960449219
2100,19,0.06100465729832649,256.0,11.07679557800293,11.669536590576172
2200,21,0.05599541589617729,327.67999267578125,9.848747253417969,10.167628288269043
2300,23,0.05235709622502327,512.0,9.920239448547363,10.312177658081055
2400,19,0.04913294315338135,512.0,8.82873249053955,9.811819076538086
2500,21,0.05410951003432274,512.0,8.756631851196289,9.108482360839844
2600,20,0.050515104085206985,512.0,10.179752349853516,9.014854431152344
2700,24,0.044672731310129166,512.0,7.953283786773682,9.398395538330078
2800,21,0.03952878713607788,512.0,6.465977191925049,7.877069473266602
2900,19,0.05443334951996803,512.0,10.025574684143066,8.269549369812012
3000,22,0.04740992560982704,512.0,8.229606628417969,8.435848236083984
3100,19,0.03777199611067772,512.0,6.982414722442627,7.720727920532227
